Количество дней со среднесуточной температурой ниже 0°С_в следующем месяце,Сумма максимальных температур,Количество дней со среднесуточной температурой выше 0°С_в следующем месяце,Среднее изменение суточного количества осадков_6 месяцев назад,Количество дней со среднесуточной температурой ниже 0°С_1 месяц назад,Сумма квадратов положительных температур_2 месяца назад,mean_temp_amplitude_3 месяца назад,Сумма максимальных температур_в следующем месяце,Минимальная температура_1 месяц назад,Сумма квадратов отрицательных температур_5 месяца назад,Средняя температура,Сумма минимальных температур,mean_temp_amplitude_2 месяца назад,mean_temp_amplitude,Сумма квадратов среднесуточных температур_5 месяца назад,Сумма максимальных температур_1 месяц назад,Сумма квадратов отрицательных температур_1 месяц назад,Сумма отрицательных температур_в следующем месяце,Сумма квадратов положительных температур_в следующем месяце,Сумма квадратов положительных температур_1 месяц назад,Сумма отрицательных температур_1 месяц назад,Максимальная температура_1 месяц назад,Количество дней с суточными осадками более 10 мм_2 месяца назад,Сумма квадратов среднесуточных температур_1 месяц назад,mean_temp_amplitude_5 месяца назад,Сумма квадратов отрицательных температур_в следующем месяце,Максимальная температура,Сумма отрицательных температур,Минимальная температура_в следующем месяце,Сумма минимальных температур_1 месяц назад,Сумма квадратов отрицательных температур,Сумма квадратов среднесуточных температур,Среднее изменение суточного количества осадков_4 месяца назад,Сумма положительных температур,Сумма положительных температур_2 месяца назад,Максимальное количество осадков_2 месяца назад,Среднее изменение суточного количества осадков_2 месяца назад,Количество дней с суточными осадками более 1 мм_6 месяцев назад,Среднее изменение суточного количества осадков_в следующем месяце,ij_1,Среднее изменение суточного количества осадков_3 месяца назад,Количество дней со среднесуточной температурой выше 0°С_2 месяца назад,Количество дней с среднесуточной отрицательной температурой и наличием осадков_в следующем месяце,Средняя температура_в следующем месяце,Сумма положительных температур_в следующем месяце,mean_temp_amplitude_1 месяц назад,Среднее изменение суточного количества осадков_7 месяцев назад,Сумма осадков_7 месяцев назад,Сумма минимальных температур_в следующем месяце,Минимальная температура,Сумма положительных температур_1 месяц назад,Разница между максимальной и минимальной температурой _в следующем месяце,Количество дней с среднесуточной отрицательной температурой и наличием осадков_3 месяца назад,Разница между максимальной и минимальной температурой _5 месяца назад,Количество дней с суточными осадками более 10 мм_7 месяцев назад,Максимальная температура_в следующем месяце,mean_temp_amplitude_6 месяцев назад,Сумма квадратов суточного количества осадков_4 месяца назад,Сумма квадратов среднесуточных температур_6 месяцев назад,Количество дней со среднесуточной температурой ниже 0°С_4 месяца назад,Разница между максимальной и минимальной температурой _6 месяцев назад,Средняя температура_1 месяц назад
20.0,286.9,22.0,-0.0066666666666666,1.0,4220.12,10.55,51.3,6.261290322580645,1011.35,5.753333333333333,79.3,8.093548387096774,6.92,1068.6699999999998,487.8,0.0,-73.0,229.37,3668.080000000001,0.0,15.735483870967744,1.0,3668.080000000001,6.77,804.32,9.563333333333333,0.0,-3.629032258064516,194.1,0.0,1139.98,-2.405483220021173e-17,172.6,354.19999999999993,15.3,-3.700743415417189e-18,5.0,-0.0633333333333332,0.0,0.1344827586206896,31.0,11.0,-0.7129032258064517,50.900000000000006,9.474193548387095,0.0222222222222222,32.0,-112.5,2.643333333333333,324.0000000000001,32.3,0.0,29.1,0.0,1.6548387096774193,7.719354838709678,370.99000000000007,2942.58,29.0,35.8,10.451612903225806
30.0,51.3,1.0,0.0,3.0,3668.080000000001,8.093548387096774,-325.2,2.643333333333333,456.35,-0.7129032258064517,-112.5,9.474193548387095,5.283870967741935,532.5799999999999,286.9,0.0,-461.6,0.0,1139.98,0.0,9.563333333333333,2.0,1139.98,7.248387096774193,9221.4,1.6548387096774193,-73.0,-19.95,79.3,804.32,1033.69,0.1344827586206896,50.900000000000006,324.0000000000001,24.1,-0.0099999999999999,12.0,0.0310344827586206,0.0,-3.700743415417189e-18,31.0,24.0,-15.386666666666668,0.0,6.92,-0.0066666666666666,15.3,-598.5,-3.629032258064516,172.6,35.0,0.0,29.1,0.0,-10.84,6.77,322.0,1068.6699999999998,3.0,29.1,5.753333333333333
31.0,-325.2,2.0,-2.405483220021173e-17,20.0,1139.98,9.474193548387095,-241.4,-3.629032258064516,0.0,-15.386666666666668,-598.5,6.92,9.11,4609.82,51.3,804.32,-322.4,0.0,229.37,-73.0,1.6548387096774193,1.0,1033.69,10.55,5371.679999999999,-10.84,-461.6,-13.448387096774193,-112.5,9221.4,9221.4,-3.700743415417189e-18,0.0,172.6,33.3,-0.0344827586206897,8.0,0.0366666666666666,0.0,-0.0099999999999999,30.0,25.0,-10.4,0.0,5.283870967741935,0.0,43.7,-416.9,-19.95,50.900000000000006,33.7,0.0,26.4,0.0,-7.787096774193548,7.248387096774193,317.2300000000001,532.5799999999999,0.0,29.1,-0.7129032258064517
31.0,-241.4,2.0,0.1344827586206896,30.0,229.37,6.92,-179.6,-19.95,0.0,-10.4,-416.9,5.283870967741935,5.661290322580645,4220.120000000001,-325.2,9221.4,-267.50000000000006,0.01,0.0,-461.6,-10.84,2.0,9221.4,8.093548387096774,3196.49,-7.787096774193548,-322.4,-12.125806451612902,-598.5,5371.679999999999,5371.679999999999,-0.0099999999999999,0.0,50.900000000000006,15.5,-0.0633333333333332,9.0,0.0233333333333333,0.0,-0.0344827586206897,22.0,24.0,-8.625806451612902,0.1,9.11,-2.405483220021173e-17,45.9,-375.9,-13.448387096774193,0.0,29.0,0.0,18.0,1.0,-5.793548387096774,10.55,1043.4399999999998,4609.82,1.0,26.4,-15.386666666666668
28.0,-179.6,4.0,-3.700743415417189e-18,31.0,0.0,5.283870967741935,-125.6,-13.448387096774193,0.0,-8.625806451612902,-375.9,9.11,6.33225806451613,3668.080000000001,-241.4,5371.679999999999,-215.6,0.04,0.0,-322.4,-7.787096774193548,0.0,5371.679999999999,9.474193548387095,2481.26,-5.793548387096774,-267.50000000000006,-11.792857142857144,-416.9,3196.49,3196.5,-0.0344827586206897,0.1,0.0,5.2,0.0310344827586206,4.0,0.0185185185185185,0.0,-0.0633333333333332,1.0,24.0,-7.692857142857143,0.2,5.661290322580645,0.1344827586206896,49.0,-330.2,-12.125806451612902,0.0,26.8,11.0,26.0,1.0,-4.485714285714286,8.093548387096774,1388.43,4220.120000000001,3.0,18.0,-10.4
30.0,-125.6,6.0,-0.0099999999999999,31.0,0.0,9.11,-131.2,-12.125806451612902,0.0,-7.692857142857143,-330.2,5.661290322580645,7.307142857142857,1139.98,-179.6,3196.49,-242.29999999999995,6.94,0.01,-267.50000000000006,-5.793548387096774,0.0,3196.5,6.92,3526.51,-4.485714285714286,-215.6,-11.670967741935485,-375.9,2481.26,2481.3,-0.0633333333333332,0.2,0.0,6.2,0.0366666666666666,11.0,-0.01,0.0,0.0310344827586206,2.0,16.0,-7.648387096774194,5.2,6.33225806451613,-3.700743415417189e-18,30.3,-361.8,-11.792857142857144,0.1,37.3,24.0,22.200000000000003,1.0,-4.232258064516128,9.474193548387095,597.49,3668.080000000001,20.0,26.0,-8.625806451612902
19.0,-131.2,27.0,-0.0344827586206897,28.0,0.01,5.661290322580645,145.2,-11.792857142857144,804.32,-7.648387096774194,-361.8,6.33225806451613,7.438709677419355,1033.69,-125.6,2481.26,-30.7,388.69,0.04,-215.6,-4.485714285714286,0.0,2481.3,5.283870967741935,98.48999999999998,-4.232258064516128,-242.29999999999995,-2.253333333333333,-330.2,3526.51,3533.45,0.0310344827586206,5.2,0.1,8.6,0.0233333333333333,16.0,0.0137931034482758,0.0,0.0366666666666666,2.0,7.0,1.1133333333333333,64.10000000000001,7.307142857142857,-0.0099999999999999,77.4,-67.6,-11.670967741935485,0.2,25.8,25.0,32.3,2.0,4.84,6.92,83.45000000000002,1139.98,30.0,22.200000000000003,-7.692857142857143
16.0,145.2,27.0,-0.0633333333333332,30.0,0.04,6.33225806451613,284.3,-11.670967741935485,9221.4,1.1133333333333333,-67.6,7.307142857142857,7.093333333333334,9221.4,-131.2,3526.51,-29.1,1756.2,6.94,-242.29999999999995,-4.232258064516128,0.0,3533.45,9.11,92.83,4.84,-30.7,-0.1741935483870966,-361.8,98.48999999999998,487.18000000000006,0.0366666666666666,64.10000000000001,0.2,2.6,0.0185185185185185,20.0,0.0066666666666666,0.0,0.0233333333333333,4.0,4.0,3.85483870967742,148.60000000000002,7.438709677419355,-0.0344827586206897,89.5,-5.399999999999997,-2.253333333333333,5.2,30.7,24.0,35.0,1.0,9.170967741935485,5.283870967741935,137.93,1033.69,31.0,32.3,-7.648387096774194
3.0,284.3,30.0,0.0310344827586206,19.0,6.94,7.307142857142857,378.3,-2.253333333333333,5371.679999999999,3.85483870967742,-5.399999999999997,7.438709677419355,9.34516129032258,5371.679999999999,145.2,98.48999999999998,0.0,2362.71,388.69,-30.7,4.84,0.0,487.18000000000006,5.661290322580645,0.0,9.170967741935485,-29.1,3.963333333333333,-67.6,92.83,1849.03,0.0233333333333333,148.60000000000002,5.2,5.5,-0.01,10.0,-0.0034482758620689,0.0,0.0185185185185185,6.0,0.0,7.756666666666666,232.7,7.093333333333334,-0.0633333333333332,87.5,118.9,-0.1741935483870966,64.10000000000001,24.1,24.0,33.7,2.0,12.61,9.11,100.33999999999996,9221.4,31.0,35.0,1.1133333333333333
0.0,378.3,31.0,0.0366666666666666,16.0,388.69,7.438709677419355,529.8,-0.1741935483870966,3196.49,7.756666666666666,118.9,7.093333333333334,8.646666666666667,3196.5,284.3,92.83,0.0,5283.680000000001,1756.2,-29.1,9.170967741935485,0.0,1849.03,6.33225806451613,0.0,12.61,0.0,8.82258064516129,-5.399999999999997,0.0,2362.71,0.0185185185185185,232.7,64.10000000000001,6.3,0.0137931034482758,14.0,-0.2700000000000001,0.0,-0.01,27.0,0.0,12.658064516129032,392.4,9.34516129032258,0.0310344827586206,32.1,273.5,3.963333333333333,148.60000000000002,18.0,16.0,29.0,0.0,17.09032258064516,5.661290322580645,31.49,5371.679999999999,28.0,33.7,3.85483870967742
0.0,529.8,31.0,0.0233333333333333,3.0,1756.2,7.093333333333334,474.2,3.963333333333333,2481.26,12.658064516129032,273.5,9.34516129032258,8.26774193548387,2481.3,378.3,0.0,0.0,4365.860000000001,2362.71,0.0,12.61,1.0,2362.71,7.307142857142857,0.0,17.09032258064516,0.0,8.17741935483871,118.9,0.0,5283.68,-0.01,392.4,148.60000000000002,10.3,0.0066666666666666,8.0,-0.0033333333333333,0.0,0.0137931034482758,27.0,0.0,11.406451612903227,353.6,8.646666666666667,0.0366666666666666,44.7,253.5,8.82258064516129,232.7,22.8,7.0,26.8,0.0,15.296774193548387,6.33225806451613,88.96999999999998,3196.5,30.0,29.0,7.756666666666666
1.0,474.2,30.0,0.0185185185185185,0.0,2362.71,9.34516129032258,318.0,8.82258064516129,3526.51,11.406451612903227,253.5,8.646666666666667,7.119354838709677,3533.45,529.8,0.0,0.0,1749.34,5283.680000000001,0.0,17.09032258064516,1.0,5283.68,7.438709677419355,0.0,15.296774193548387,0.0,4.066666666666666,273.5,0.0,4365.860000000001,0.0137931034482758,353.6,232.7,14.8,-0.0034482758620689,7.0,-0.1137931034482758,0.0,0.0066666666666666,30.0,0.0,6.986666666666666,209.6,8.26774193548387,0.0233333333333333,28.8,122.0,8.17741935483871,392.4,18.7,4.0,37.3,0.0,10.6,7.307142857142857,66.94999999999999,2481.3,19.0,26.8,12.658064516129032
25.0,318.0,14.0,-0.01,0.0,5283.680000000001,8.646666666666667,20.200000000000003,8.17741935483871,98.48999999999998,6.986666666666666,122.0,8.26774193548387,6.533333333333333,487.18000000000006,474.2,0.0,-97.8,215.32,4365.860000000001,0.0,15.296774193548387,2.0,4365.860000000001,7.093333333333334,602.4999999999999,10.6,0.0,-5.103225806451612,253.5,0.0,1749.34,0.0066666666666666,209.6,392.4,36.6,-0.2700000000000001,9.0,-0.05,0.0,-0.0034482758620689,31.0,15.0,-2.0193548387096776,35.2,7.119354838709677,0.0185185185185185,22.5,-158.2,4.066666666666666,353.6,28.5,0.0,25.8,0.0,0.6516129032258066,7.438709677419355,199.07,3533.45,16.0,37.3,11.406451612903227
30.0,20.200000000000003,3.0,0.0137931034482758,1.0,4365.860000000001,8.26774193548387,-284.0,4.066666666666666,92.83,-2.0193548387096776,-158.2,7.119354838709677,5.754838709677419,1849.03,318.0,0.0,-403.0999999999999,0.0,1749.34,0.0,10.6,1.0,1749.34,9.34516129032258,6579.909999999999,0.6516129032258066,-97.8,-17.573333333333334,122.0,602.4999999999999,817.82,-0.0034482758620689,35.2,353.6,19.0,-0.0033333333333333,5.0,0.093103448275862,0.0,-0.2700000000000001,31.0,20.0,-13.436666666666667,0.0,6.533333333333333,-0.01,31.7,-527.2,-5.103225806451612,209.6,31.8,0.0,30.7,0.0,-9.466666666666669,7.093333333333334,393.53,487.18000000000006,3.0,25.8,6.986666666666666
30.0,-284.0,5.0,0.0066666666666666,25.0,1749.34,7.119354838709677,-384.1,-5.103225806451612,0.0,-13.436666666666667,-527.2,6.533333333333333,8.106666666666666,2362.71,20.200000000000003,602.4999999999999,-506.8,3.66,215.32,-97.8,0.6516129032258066,0.0,817.82,8.646666666666667,11782.52,-9.466666666666669,-403.0999999999999,-21.05161290322581,-158.2,6579.909999999999,6579.91,-0.2700000000000001,0.0,209.6,5.0,-0.1137931034482758,6.0,-0.01,0.0,-0.0033333333333333,30.0,17.0,-16.258064516129032,2.8000000000000003,5.754838709677419,0.0137931034482758,19.9,-652.6,-17.573333333333334,35.2,42.0,0.0,24.1,0.0,-12.390322580645162,9.34516129032258,2175.21,1849.03,0.0,30.7,-2.0193548387096776
31.0,-384.1,3.0,-0.0034482758620689,30.0,215.32,6.533333333333333,-180.2,-17.573333333333334,0.0,-16.258064516129032,-652.6,5.754838709677419,8.661290322580646,5283.68,-284.0,6579.909999999999,-297.3,0.0,0.0,-403.0999999999999,-9.466666666666669,2.0,6579.91,8.26774193548387,4293.05,-12.390322580645162,-506.8,-13.50967741935484,-527.2,11782.52,11786.18,-0.0033333333333333,2.8000000000000003,35.2,13.4,-0.05,9.0,0.0333333333333332,0.0,-0.1137931034482758,14.0,29.0,-9.59032258064516,0.0,8.106666666666666,0.0066666666666666,30.5,-418.8,-21.05161290322581,0.0,39.0,0.0,18.0,1.0,-5.812903225806451,8.646666666666667,829.29,2362.71,0.0,24.1,-13.436666666666667
29.0,-180.2,1.0,-0.2700000000000001,30.0,0.0,5.754838709677419,-344.2,-21.05161290322581,0.0,-9.59032258064516,-418.8,8.106666666666666,7.696774193548387,4365.860000000001,-384.1,11782.52,-466.3,0.0,3.66,-506.8,-12.390322580645162,0.0,11786.18,7.119354838709677,10412.55,-5.812903225806451,-297.3,-20.727586206896557,-652.6,4293.05,4293.049999999999,-0.1137931034482758,0.0,0.0,5.8,0.093103448275862,16.0,-0.1071428571428571,0.0,-0.05,3.0,23.0,-16.079310344827586,0.0,8.661290322580646,-0.0034482758620689,48.5,-601.1,-13.50967741935484,2.8000000000000003,42.5,15.0,22.8,1.0,-11.86896551724138,8.26774193548387,121.55,5283.68,1.0,18.0,-16.258064516129032
31.0,-344.2,8.0,-0.0033333333333333,31.0,3.66,8.106666666666666,-89.4,-13.50967741935484,0.0,-16.079310344827586,-601.1,8.661290322580646,8.858620689655172,1749.34,-180.2,4293.05,-211.00000000000003,0.08,0.0,-297.3,-5.812903225806451,0.0,4293.049999999999,6.533333333333333,2063.96,-11.86896551724138,-466.3,-10.761290322580646,-418.8,10412.55,10412.55,-0.05,0.0,2.8000000000000003,7.6,-0.01,18.0,0.0,0.0,0.093103448275862,5.0,12.0,-6.793548387096774,0.4,7.696774193548387,-0.2700000000000001,124.7,-333.6,-20.727586206896557,0.0,30.1,20.0,18.7,2.0,-2.883870967741936,7.119354838709677,504.59,4365.860000000001,25.0,22.8,-9.59032258064516
28.0,-89.4,10.0,-0.1137931034482758,29.0,0.0,8.661290322580646,-92.7,-20.727586206896557,602.4999999999999,-6.793548387096774,-333.6,7.696774193548387,7.877419354838709,817.82,-344.2,10412.55,-237.0,12.03,0.0,-466.3,-11.86896551724138,0.0,10412.55,5.754838709677419,2824.0800000000004,-2.883870967741936,-211.00000000000003,-13.073333333333332,-601.1,2063.96,2064.0400000000004,0.093103448275862,0.4,0.0,5.5,0.0333333333333332,11.0,0.093103448275862,0.0,-0.01,3.0,19.0,-7.703333333333333,5.9,8.858620689655172,-0.0033333333333333,96.3,-392.2,-10.761290322580646,0.0,34.9,17.0,28.5,1.0,-3.0900000000000003,6.533333333333333,134.98000000000002,1749.34,30.0,18.7,-16.079310344827586
24.0,-92.7,28.0,-0.05,31.0,0.0,7.696774193548387,138.5,-10.761290322580646,6579.909999999999,-7.703333333333333,-392.2,8.858620689655172,9.983333333333333,6579.91,-89.4,2063.96,-41.4,520.26,0.08,-211.00000000000003,-2.883870967741936,0.0,2064.0400000000004,8.106666666666666,144.56,-3.0900000000000003,-237.0,-2.864516129032258,-333.6,2824.0800000000004,2836.11,-0.01,5.9,0.0,6.7,-0.1071428571428571,12.0,0.0433333333333334,0.0,0.0333333333333332,1.0,11.0,0.7419354838709677,64.39999999999999,7.877419354838709,-0.1137931034482758,37.3,-88.8,-13.073333333333332,0.4,28.4,29.0,31.8,0.0,4.467741935483871,5.754838709677419,174.46000000000004,817.82,30.0,28.5,-6.793548387096774
3.0,138.5,30.0,0.093103448275862,28.0,0.08,8.858620689655172,378.5,-13.073333333333332,11782.52,0.7419354838709677,-88.8,7.877419354838709,7.33225806451613,11786.18,-92.7,2824.0800000000004,0.0,2142.7700000000004,12.03,-237.0,-3.0900000000000003,0.0,2836.11,8.661290322580646,0.0,4.467741935483871,-41.4,4.133333333333334,-392.2,144.56,664.8199999999999,0.0333333333333332,64.39999999999999,0.4,2.8,0.0,14.0,0.1896551724137931,0.0,-0.1071428571428571,8.0,0.0,7.563333333333333,226.90000000000003,9.983333333333333,-0.05,67.9,124.0,-2.864516129032258,5.9,22.5,23.0,42.0,2.0,12.616666666666667,8.106666666666666,82.42999999999999,6579.91,31.0,31.8,-7.703333333333333
0.0,378.5,31.0,-0.01,24.0,12.03,7.877419354838709,524.1,-2.864516129032258,4293.05,7.563333333333333,124.0,9.983333333333333,8.483333333333333,4293.049999999999,138.5,144.56,0.0,4978.520000000001,520.26,-41.4,4.467741935483871,0.0,664.8199999999999,7.696774193548387,0.0,12.616666666666667,0.0,8.470967741935485,-88.8,0.0,2142.7700000000004,-0.1071428571428571,226.90000000000003,5.9,3.6,0.093103448275862,14.0,-0.1566666666666666,0.0,0.0,10.0,0.0,12.096774193548388,375.0,7.33225806451613,0.093103448275862,42.4,262.6,4.133333333333334,64.39999999999999,23.6,12.0,39.0,0.0,16.906451612903226,8.661290322580646,69.58000000000001,11786.18,29.0,42.0,0.7419354838709677
1.0,524.1,31.0,0.0333333333333332,3.0,520.26,9.983333333333333,371.3,4.133333333333334,10412.55,12.096774193548388,262.6,7.33225806451613,8.435483870967742,10412.55,378.5,0.0,0.0,2171.17,2142.7700000000004,0.0,12.616666666666667,0.0,2142.7700000000004,8.858620689655172,0.0,16.906451612903226,0.0,5.145161290322581,124.0,0.0,4978.52,0.0,375.0,64.39999999999999,8.4,0.0433333333333334,13.0,-0.0366666666666666,0.0,0.093103448275862,28.0,0.0,8.048387096774194,249.5,8.483333333333333,-0.01,42.4,159.5,8.470967741935485,226.90000000000003,20.4,19.0,42.5,0.0,11.97741935483871,7.696774193548387,22.08,4293.049999999999,31.0,39.0,7.563333333333333
16.0,371.3,30.0,-0.1071428571428571,0.0,2142.7700000000004,7.33225806451613,179.3,8.470967741935485,2063.96,8.048387096774194,159.5,8.483333333333333,6.83225806451613,2064.0400000000004,524.1,0.0,-3.3,475.7,4978.520000000001,0.0,16.906451612903226,0.0,4978.52,7.877419354838709,2.7500000000000004,11.97741935483871,0.0,-0.1833333333333333,262.6,0.0,2171.1700000000005,0.093103448275862,249.5,226.90000000000003,5.6,0.1896551724137931,5.0,-0.1206896551724138,0.0,0.0433333333333334,30.0,5.0,2.756666666666667,86.00000000000001,8.435483870967742,0.0333333333333332,37.1,-5.500000000000001,5.145161290322581,375.0,19.0,11.0,30.1,0.0,5.976666666666668,8.858620689655172,45.6,10412.55,28.0,42.5,12.096774193548388
20.0,179.3,25.0,0.0,1.0,4978.520000000001,8.483333333333333,78.1,5.145161290322581,2824.0800000000004,2.756666666666667,-5.500000000000001,8.435483870967742,6.16,2836.11,371.3,0.0,-32.99999999999999,237.77,2171.17,0.0,11.97741935483871,1.0,2171.1700000000005,9.983333333333333,160.26000000000002,5.976666666666668,-3.3,-2.2838709677419358,159.5,2.7500000000000004,478.45,0.0433333333333334,86.00000000000001,375.0,15.3,-0.1566666666666666,5.0,-7.401486830834377e-18,0.0,0.1896551724137931,31.0,11.0,0.5451612903225808,49.899999999999984,6.83225806451613,-0.1071428571428571,23.0,-70.8,-0.1833333333333333,249.5,23.2,0.0,34.9,0.0,2.519354838709677,7.877419354838709,134.15,2064.0400000000004,24.0,30.1,8.048387096774194
28.0,78.1,17.0,0.093103448275862,16.0,2171.17,8.435483870967742,-4.5,-0.1833333333333333,144.56,0.5451612903225808,-70.8,6.83225806451613,4.803225806451613,664.8199999999999,179.3,2.7500000000000004,-68.6,16.050000000000004,475.7,-3.3,5.976666666666668,2.0,478.45,7.33225806451613,352.54,2.519354838709677,-32.99999999999999,-4.296666666666667,-5.500000000000001,160.26000000000002,398.03,0.1896551724137931,49.899999999999984,249.5,19.6,-0.0366666666666666,7.0,-0.0137931034482758,0.0,-0.1566666666666666,31.0,10.0,-1.9833333333333332,9.1,6.16,0.0,13.0,-128.9,-2.2838709677419358,86.00000000000001,18.5,0.0,28.4,0.0,-0.15,9.983333333333333,85.92999999999999,2836.11,3.0,34.9,2.756666666666667
30.0,-4.5,8.0,0.0433333333333334,20.0,475.7,6.83225806451613,-276.6,-2.2838709677419358,0.0,-1.9833333333333332,-128.9,6.16,4.1466666666666665,2142.7700000000004,78.1,160.26000000000002,-398.8,1.3199999999999998,237.77,-32.99999999999999,2.519354838709677,0.0,398.03,8.483333333333333,7906.98,-0.15,-68.6,-17.516129032258064,-70.8,352.54,368.59,-0.1566666666666666,9.1,86.00000000000001,6.6,-0.1206896551724138,10.0,0.0266666666666666,0.0,-0.0366666666666666,30.0,21.0,-12.793548387096775,2.2,4.803225806451613,0.093103448275862,23.0,-543.0,-4.296666666666667,49.899999999999984,36.3,0.0,22.5,0.0,-8.922580645161291,7.33225806451613,708.2099999999999,664.8199999999999,0.0,28.4,0.5451612903225808
31.0,-276.6,0.0,0.1896551724137931,28.0,237.77,6.16,-505.3,-4.296666666666667,0.0,-12.793548387096775,-543.0,4.803225806451613,8.593548387096773,4978.52,-4.5,352.54,-636.4999999999998,0.0,16.050000000000004,-68.6,-0.15,0.0,368.59,8.435483870967742,14837.070000000002,-8.922580645161291,-398.8,-25.748387096774195,-128.9,7906.98,7908.3,-0.0366666666666666,2.2,49.899999999999984,5.2,-7.401486830834377e-18,10.0,-0.0166666666666666,0.0,-0.1206896551724138,25.0,21.0,-20.532258064516128,0.0,4.1466666666666665,0.0433333333333334,33.3,-798.2,-17.516129032258064,9.1,36.6,5.0,23.6,0.0,-16.3,8.483333333333333,661.9800000000001,2142.7700000000004,1.0,22.5,-1.9833333333333332
27.0,-505.3,3.0,-0.1566666666666666,30.0,16.050000000000004,4.803225806451613,-476.5,-17.516129032258064,0.0,-20.532258064516128,-798.2,4.1466666666666665,9.448387096774193,2171.1700000000005,-276.6,7906.98,-608.9,4.33,1.3199999999999998,-398.8,-8.922580645161291,0.0,7908.3,6.83225806451613,17277.93,-16.3,-636.4999999999998,-27.632142857142856,-543.0,14837.070000000002,14837.07,-0.1206896551724138,0.0,9.1,6.7,-0.0137931034482758,14.0,0.0148148148148148,0.0,-7.401486830834377e-18,17.0,11.0,-21.642857142857142,2.9,8.593548387096773,0.1896551724137931,28.7,-773.6999999999999,-25.748387096774195,2.2,44.7,11.0,20.4,0.0,-17.017857142857142,8.435483870967742,134.11999999999998,4978.52,16.0,23.6,-12.793548387096775
31.0,-476.5,2.0,-0.0366666666666666,31.0,1.3199999999999998,4.1466666666666665,-230.7,-25.748387096774195,2.7500000000000004,-21.642857142857142,-773.6999999999999,8.593548387096773,10.614285714285714,478.45,-505.3,14837.070000000002,-366.1,0.0,0.0,-636.4999999999998,-16.3,0.0,14837.07,6.16,5983.51,-17.017857142857142,-608.9,-16.361290322580643,-798.2,17277.93,17282.260000000002,-7.401486830834377e-18,2.9,2.2,4.0,0.0266666666666666,16.0,2.220446049250313e-17,0.0,-0.0137931034482758,8.0,14.0,-11.80967741935484,0.0,9.448387096774193,-0.1566666666666666,85.3,-507.2,-27.632142857142856,0.0,32.3,10.0,19.0,1.0,-7.441935483870967,6.83225806451613,95.44,2171.1700000000005,20.0,20.4,-20.532258064516128
29.0,-230.7,17.0,-0.1206896551724138,27.0,0.0,8.593548387096773,-4.0,-27.632142857142856,160.26000000000002,-11.80967741935484,-507.2,9.448387096774193,8.919354838709678,398.03,-476.5,17277.93,-136.29999999999998,36.88000000000001,4.33,-608.9,-17.017857142857142,0.0,17282.260000000002,4.803225806451613,1217.63,-7.441935483870967,-366.1,-8.16,-773.6999999999999,5983.51,5983.51,-0.0137931034482758,0.0,0.0,4.5,-0.0166666666666666,7.0,-0.0137931034482758,0.0,0.0266666666666666,0.0,20.0,-4.136666666666667,12.2,10.614285714285714,-0.0366666666666666,69.2,-244.8,-16.361290322580643,2.9,31.3,21.0,23.2,2.0,-0.1333333333333333,6.16,157.4,478.45,28.0,19.0,-21.642857142857142
20.0,-4.0,26.0,-7.401486830834377e-18,31.0,4.33,9.448387096774193,149.1,-16.361290322580643,352.54,-4.136666666666667,-244.8,10.614285714285714,8.026666666666667,368.59,-230.7,5983.51,-21.800000000000004,309.2,0.0,-366.1,-7.441935483870967,0.0,5983.51,4.1466666666666665,50.780000000000015,-0.1333333333333333,-136.29999999999998,-1.7225806451612902,-507.2,1217.63,1254.5100000000002,0.0266666666666666,12.2,2.9,6.6,0.0148148148148148,10.0,0.0333333333333333,0.0,-0.0166666666666666,3.0,8.0,1.283870967741935,61.6,8.919354838709678,-0.1206896551724138,31.4,-53.4,-8.16,0.0,20.6,21.0,18.5,0.0,4.809677419354839,4.803225806451613,83.68000000000002,398.03,30.0,23.2,-11.80967741935484
11.0,149.1,30.0,-0.0137931034482758,29.0,0.0,10.614285714285714,385.3,-8.16,7906.98,1.283870967741935,-53.4,8.919354838709678,6.532258064516129,7908.3,-4.0,1217.63,0.0,2061.4100000000003,36.88000000000001,-136.29999999999998,-0.1333333333333333,0.0,1254.5100000000002,8.593548387096773,0.0,4.809677419354839,-21.800000000000004,2.6633333333333336,-244.8,50.780000000000015,359.98,-0.0166666666666666,61.6,0.0,6.9,2.220446049250313e-17,10.0,-0.0103448275862068,0.0,0.0148148148148148,2.0,0.0,6.95,208.50000000000003,8.026666666666667,-7.401486830834377e-18,34.2,79.9,-1.7225806451612902,12.2,23.6,11.0,36.3,0.0,12.843333333333334,4.1466666666666665,57.24,368.59,31.0,18.5,-4.136666666666667
0.0,385.3,31.0,0.0266666666666666,20.0,36.88000000000001,8.919354838709678,415.1,-1.7225806451612902,14837.070000000002,6.95,79.9,8.026666666666667,10.18,14837.07,149.1,50.780000000000015,0.0,2740.3900000000003,309.2,-21.800000000000004,4.809677419354839,1.0,359.98,9.448387096774193,0.0,12.843333333333334,0.0,4.625806451612903,-53.4,0.0,2061.4100000000003,0.0148148148148148,208.50000000000003,12.2,10.7,-0.0137931034482758,11.0,0.0,0.0,2.220446049250313e-17,17.0,0.0,8.338709677419354,258.5,6.532258064516129,-0.0137931034482758,36.4,143.4,2.6633333333333336,61.6,23.9,14.0,36.6,0.0,13.390322580645162,8.593548387096773,121.38,7908.3,27.0,36.3,1.283870967741935
